product_id,gender,category,article_type,base_colour,occasion,available_sizes,pattern,sleeve_type,neck_type,material,style,description,price,image_path
P1241,Women,Topwear,Bomber Jacket,White,Casual,"S, M, L, XL",Striped,Long Sleeve,Round Neck,Polyester,Contemporary,"White bomber jacket with neon green vertical stripes, ribbed collar, cuffs and hem.",840,Images/P1241.jpg
P1242,Women,Western Wear,Skirt,Brown,Casual,"S, M, L, XL",Solid,N/A,N/A,Crepe,Casual,Dark brown pleated midi skirt with elasticated waist for women.,1700,Images/P1242.jpg
P1243,Women,Bottomwear,Jeans,Navy Blue,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Denim,Casual,Navy blue slim-fit denim jeans with contrast gold stitching and cuffed hem.,2950,Images/P1243.jpg
P1244,Women,Bottomwear,Shorts,Brown,Casual,"XS, S, M, L",Solid,N/A,N/A,Cotton,Regular Fit,Dark brown mid-rise shorts with button closure and front pockets,5290,Images/P1244.jpg
P1245,Women,Ethnic Wear,Saree,Maroon and White,Party and Wedding,Free Size/XXL,Leheriya,N/A,N/A,Art Silk,Traditional,Maroon and white leheriya tie-dye pattern art silk saree with matching ruffle blouse.,4320,Images/P1245.jpg
P1246,Women,Ethnic Wear,Lehenga Choli,Yellow and Pink,Party and Wedding,"S, M, L, XL/XXXL",Woven,Full Sleeve,Round Neck,Banarasi Silk,Traditional,Yellow Banarasi silk lehenga choli with pink woven motifs and contrasting pink dupatta with zari border.,5060,Images/P1246.jpg
P1247,Women,Topwear,Kurti,Navy Blue,Casual,"S, M, L, XL, XXL",Printed,Three-Quarter Sleeve,Round Neck,Cotton,Casual Ethnic,Navy blue cotton kurti with small floral motifs in rust and gold tones.,1390,Images/P1247.jpg
P1248,Women,Outerwear,Jacket,Yellow,Casual,"XS, S, M, L, XL",Solid,Full,Hooded,Cotton,Trendy,"Yellow cotton jacket with hood, zipper closure, and snap buttons",1260,Images/P1248.jpg
P1249,Women,Topwear,Cardigan,Beige,Casual,"S, M, L, XL",Solid,Full Sleeve,V-Neck,Cotton Blend,Classic,"Beige V-neck button-front cardigan with long sleeves, two front patch pockets.",1710,Images/P1249.jpg
P1250,Women,Western Wear,Skirt,Red,Casual,"S, M, L, XL/XXXL",Floral,N/A,N/A,Georgette,Wrap,Red floral print wrap midi skirt with high-low hem and side slit,1300,Images/P1250.jpg
P1252,Women,Western Wear,Trousers,Olive Green,Casual,"S, M, L, XL/XXXXL",Solid,N/A,N/A,Linen Blend,Casual,Olive green linen blend cropped trousers with side pockets for women.,3950,Images/P1252.jpg
P1253,Women,Western Wear,Co-ord Set,Peach and Orange,Casual,"S, M, L, XL",Color Block,Short Sleeve,V-Neck,Cotton Blend,Contemporary,Pink and orange color block cropped t-shirt paired with matching orange wide-leg pleated pants.,1390,Images/P1253.jpg
P1254,Women,Bottomwear,Jeans,Black,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Cotton Denim,Straight Fit,Black straight-fit jeans with contrast stitching and classic five-pocket design,3830,Images/P1254.jpg
P1255,Women,Western Wear,Peplum Top,Grey and Blue,Casual,"XS, S, M, L, XL/XXXXL",Ikat Printed,Three-Quarter Sleeve,Mandarin Collar,Cotton,Contemporary,Grey and blue ikat print cotton peplum top with button-down front and pleated hem.,840,Images/P1255.jpg
P1256,Women,Ethnic Wear,Lehenga Choli Set,Magenta,Party and Wedding,"S, M, L, XL",Banarasi Brocade,Full Sleeve,Round Neck,Silk and Brocade,Traditional,Magenta silk lehenga choli set with intricate Banarasi brocade weaving in gold and red.,1080,Images/P1256.jpg
P1257,Women,Outerwear,Denim Jacket,Blue,Casual,"XS, S, M, L, XL",Solid,Full,Collar,Denim,Casual,"Light blue denim jacket with button front, chest pockets, and classic collar",3170,Images/P1257.jpg
P1258,Women,Ethnic Wear,Saree,Navy Blue,Party and Wedding,Free Size/XXXXL,Zari,N/A,N/A,Silk,Banarasi,Navy blue Banarasi silk saree with pink and gold zari border and pallu with tassels,1580,Images/P1258.jpg
P1259,Women,Topwear,Shrug,Purple,Casual,"S, M, L, XL",Floral,Long Sleeve,Open Front,Chiffon,Contemporary,Sheer purple floral print shrug with drawstring waist and long sleeves.,770,Images/P1259.jpg
P1260,Women,Ethnic Wear,Kurti,White,Casual,"S, M, L, XL/XXXL",Embroidered,Three-Quarter Sleeve,V-Neck,Cotton,Ethnic,White cotton kurti with blue floral embroidery and three-quarter sleeves for women.,1810,Images/P1260.jpg
P1261,Women,Western Wear,Jacket,Blue,Casual,"S, M, L, XL",Solid,Three-Quarter Sleeve,Collar,Denim,Casual,Blue denim open-front jacket with collar and three-quarter length sleeves.,4180,Images/P1261.jpg
P1262,Women,Outerwear,Jacket,Light Blue,Casual,"XS, S, M, L, XL/XXXXL",Color Block,Full Sleeve,Round Neck,Cotton Blend,Varsity,Light blue and white cropped varsity jacket with snap button closure,2280,Images/P1262.jpg
P1263,Women,Western Wear,Co-ord Set,Yellow,Casual,"XS, S, M, L, XL",Floral Embroidered,Sleeveless,Spaghetti Strap,Net and Cotton,Contemporary,Yellow floral embroidered co-ord set with spaghetti strap crop top and sheer button-down midi skirt.,1250,Images/P1263.jpg
P1264,Women,Bottomwear,Culottes,Black,Casual,"S, M, L, XL/XXXL",Checkered,N/A,N/A,Cotton Blend,Casual,Black and white checkered cropped culottes with a drawstring tie waistband and side pockets.,1760,Images/P1264.jpg
P1265,Women,Bottomwear,Shorts,Grey,Casual,"S, M, L, XL, XXL",Solid,N/A,N/A,Cotton,Casual,Grey marl drawstring shorts with elasticated waist,1300,Images/P1265.jpg
P1266,Women,Western Wear,Jacket,Grey,Casual,"S, M, L, XL",Solid,Full Sleeve,Stand Collar,Wool Blend,Zip-up,Charcoal grey knit zip-up jacket with stand collar and zippered pockets,3100,Images/P1266.jpg
P1271,Women,Topwear,Top,Green,Casual,"XS, S, M, L/XXL",Floral,Single Sleeve,One Shoulder,Cotton Blend,Contemporary,"One-shoulder floral smocked top with ruffle puff sleeve in green, red, and orange print.",4180,Images/P1271.jpg
P1272,Women,Western Wear,Skirt,Pink,Formal,"S, M, L, XL",Solid,N/A,N/A,Satin,Elegant,Dusty pink satin pleated midi skirt for women.,1490,Images/P1272.jpg
P1273,Women,Ethnic Wear,Dupatta,Maroon,Casual,Free Size/XXXXL,Floral Printed,N/A,N/A,Chanderi Silk,Traditional,Maroon chanderi silk dupatta with multicolour floral print and striped border.,4860,Images/P1273.jpg
P1274,Women,Bottomwear,Jeans,Black,Casual,"26, 28, 30, 32",Solid,N/A,N/A,Cotton Denim,Cargo,Black cargo jeans with side flap pockets and tapered fit,1100,Images/P1274.jpg
P1275,Women,Bottoms,Jeans,Dark Blue,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Cotton Denim,High-waisted skinny jeans in dark indigo wash with contrast yellow stitching,Classic dark indigo skinny jeans with contrast yellow topstitching and cuffed ankle hems,5570,Images/P1275.jpg
P1276,Women,Western Wear,Palazzo Pants,Blue and White,Casual,"XS, S, M, L, XL",Striped,N/A,N/A,Cotton,Contemporary,Blue and white striped cotton palazzo pants with drawstring waist and relaxed fit.,2690,Images/P1276.jpg
P1277,Women,Ethnic Wear,Dupatta,Red,Festive,Free Size,Embroidered,N/A,N/A,Silk,Traditional,Rich red silk dupatta with heavy gold zardozi and gota patti embroidery along the borders.,1730,Images/P1277.jpg
P1278,Women,Bottomwear,Skirt,Green,Party,"XS, S, M, L",Solid,N/A,N/A,Crepe,Trendy,Mint green ruched midi skirt with side slit and textured fabric,1830,Images/P1278.jpg
P1279,Women,Bottoms,Flared Pants,Coral Pink,Party/Festive,"S, M, L, XL",Solid,N/A,N/A,Crepe,High-waisted coral pink flared palazzo pants with sequined waistband,Elegant coral pink flared palazzo pants with embellished waistband and dramatic wide legs,770,Images/P1279.jpg
P1280,Women,Western Wear,Jeans,Grey,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Denim,Skinny,Dark grey skinny jeans with cuffed hem and classic five-pocket styling,1410,Images/P1280.jpg
P1281,Women,Ethnic Wear,Saree,Maroon,Party and Wedding,Free Size/XXXL,Solid,Sleeveless,High Neck,Georgette,Traditional,Maroon sequin embellished saree with matching sleeveless blouse and gold waist belt.,1600,Images/P1281.jpg
P1282,Women,Ethnic Wear,Kurta Set,Pink,Party and Wedding,"XS, S, M, L, XL/XXXXL",Solid,Short Sleeve,V-Neck,Cotton,Contemporary,"Pink solid kurta with V-neck, short sleeves, and matching pink pants.",500,Images/P1282.jpg
P1283,Women,Bottomwear,Jeans,Black,Casual,"26, 28, 30, 32, 34/XXL",Solid,N/A,N/A,Denim,Contemporary,Black high-waisted skinny jeans with exposed multi-button closure and ankle-length fit.,1000,Images/P1283.jpg
P1284,Women,Bottoms,Jeans,Light Blue,Casual,"26, 28, 30, 32, 34",Solid (Washed),N/A,N/A,Cotton Denim,Relaxed-fit light wash boyfriend jeans with distressed details,Light blue relaxed-fit boyfriend jeans with faded wash and subtle distressing,2850,Images/P1284.jpg
P1285,Women,Tops,Sweater,Multi,Casual,"S, M, L, XL",Colorblock,Full,Round,Acrylic Knit,Colorblock ribbed knit sweater with black body and contrasting green and pink sleeves,"Trendy colorblock sweater with black body, emerald green right sleeve, and hot pink left sleeve",1110,Images/P1285.jpg
P1286,Women,Ethnic,Kurta,Black,Party and Wedding,"S, M, L, XL",Solid with Contrast Trim,Three-quarter,V-Neck Wrap,Cotton,Black wrap-style kurta with red piping trim and colorful embroidered border,Elegant black wrap kurta with red piping and multicolored embroidered lace detailing,620,Images/P1286.jpg
P1287,Women,Ethnic Wear,Lehenga Choli Set,Peach,Party and Wedding,"S, M, L, XL",Embroidered,Half Sleeve,Sweetheart Neck,Silk and Net,Traditional,Peach silk lehenga choli set with elaborate gold and orange thread embroidery.,920,Images/P1287.jpg
P1288,Women,Bottoms,Jeans,Dark Blue,Casual,"26, 28, 30, 32, 34/XXL",Solid,N/A,N/A,Cotton Denim,High-waisted triple-button skinny jeans in dark wash,Dark blue high-waisted skinny jeans with exposed triple-button closure and faded wash,1570,Images/P1288.jpg
P1289,Women,Bottoms,Maxi Skirt,Navy Blue,Casual,"S, M, L, XL",Ethnic Print,N/A,N/A,Rayon,Flowy navy blue maxi skirt with ethnic paisley print and drawstring waistband,Navy blue pleated maxi skirt with intricate ethnic paisley print in gold and pink tones,3960,Images/P1289.jpg
P1290,Women,Tops,Sweatshirt,Dark Grey,Casual,"XS, S, M, L, XL",Graphic,Full,V-Neck,Cotton Fleece,Oversized dark grey sweatshirt with gothic-style Los Angeles text print,Dark charcoal grey oversized sweatshirt with purple and white Los Angeles text graphic,1700,Images/P1290.jpg
P1291,Women,Ethnic,Saree,Gold,Party and Wedding,Free Size (5.5 meters)/XXXL,Traditional Brocade,N/A,N/A,Art Silk Banarasi,Traditional Banarasi silk saree in gold cream tone with intricate woven motifs,Luxurious gold cream Banarasi silk saree with self-woven floral and paisley motifs,2870,Images/P1291.jpg
P1292,Women,Bottomwear,Cargo Pants,Black,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton Blend,Casual,"Black cargo jogger pants with elastic waist, drawstring, and side cargo pockets.",1410,Images/P1292.jpg
P1293,Women,Ethnic,Dupatta/Stole,White,Casual/Ethnic,Free Size/XXXL,Floral Embroidered,N/A,N/A,Cotton Net,Sheer white cotton dupatta with all-over white thread floral embroidery,Elegant sheer white cotton dupatta with delicate white-on-white floral vine embroidery,970,Images/P1293.jpg
P1294,Women,Western Wear,Co-ord Set,White,Casual,"XS, S, M, L, XL",Solid,Full,Collar,Cotton Denim,White denim jacket with matching high-waisted denim shorts,Chic white denim co-ord set with button-front jacket and raw-hem shorts,1270,Images/P1294.jpg
P1295,Women,Ethnic,Kurta,Red,Party and Wedding,"S, M, L, XL",Embroidered,Three-quarter,Round Neck,Cotton,Straight-cut red kurta with small floral embroidery motifs on yoke,Vibrant red cotton kurta with delicate gold and pink floral embroidery on yoke,2860,Images/P1295.jpg
P1296,Women,Tops,Blouse,Dusty Rose,Casual,"XS, S, M, L, XL/XXXXL",Eyelet,Flutter Short,Round Neck,Cotton,Dusty rose eyelet blouse with flutter sleeves and cutwork pattern,Pretty dusty rose cotton eyelet blouse with feminine flutter sleeves and cutwork embroidery,910,Images/P1296.jpg
P1297,Women,Ethnic,Suit Set,Pink,Festive,"S, M, L, XL",Embroidered,Three-quarter,V-Neck,Cotton,Pink straight kurta with white embroidered dupatta and matching pants,Vibrant pink cotton kurta set with intricate floral embroidery and contrasting white dupatta,5840,Images/P1297.jpg
P1298,Women,Ethnic,Waistcoat,Navy Blue,Semi-Formal,"S, M, L, XL/XXXXL",Textured,Sleeveless,Stand Collar,Velvet,Navy blue velvet buttoned vest with self-textured pattern,Rich navy blue velvet vest with stand collar and metallic button closure,1130,Images/P1298.jpg
P1299,Women,Ethnic,Suit Set,Hot Pink,Festive,"S, M, L, XL/XXL",Printed,Three-quarter,Round,Rayon,Hot pink flared Anarkali kurta with matching pants and floral organza dupatta,Stunning hot pink Anarkali suit with orange and peach floral print and matching organza dupatta,1080,Images/P1299.jpg
P1300,Women,Ethnic,Dupatta/Stole,Red,Festive/Winter,Free Size,Traditional Brocade,N/A,N/A,Wool Art Silk,Rich red Banarasi shawl with gold zari woven border,Luxurious red Banarasi shawl with intricate gold zari woven border and tassel trim,4980,Images/P1300.jpg
P1301,Women,Bottoms,Casual Pants,Black,Semi-Formal,"XS, S, M, L, XL/XXL",Solid,N/A,N/A,Polyester Viscose,High-waisted black wide-leg trousers with buckle belt and front pleats,Tailored black wide-leg trousers with distinctive buckle belt and creased front,1240,Images/P1301.jpg
P1302,Women,Ethnic,Dupatta/Stole,Pink,Formal,"XS, S, M, L, XL",Solid,N/A,N/A,Polyester,Contemporary,Pink color Kurta,1680,Images/P1302.jpg
P1303,Women,Western Wear,Jumpsuit,Dark Green,Casual,"M, L, XL, XXL, 3XL",Solid,Cold Shoulder,Scoop,Rayon,Dark green cold-shoulder jumpsuit with ruffle overlay and wide legs,Plus-size dark green cold-shoulder jumpsuit with ruffle overlay and relaxed wide legs,4980,Images/P1303.jpg
P1304,Women,Ethnic,Kurta Set,Light Blue,Party and Wedding,"S, M, L, XL/XXXXL",Solid,Three-quarter,V-Neck Placket,Cotton,Light blue straight kurta with button placket and matching pants,Serene light blue cotton kurta set with button placket detailing and matching slim pants,1100,Images/P1304.jpg
P1305,Women,Loungewear,Co-ord Set,Magenta,Casual,"XS, S, M, L, XL",Solid,Short,Round,Cotton Jersey,Magenta crop top with matching drawstring pants,Vibrant magenta two-piece co-ord set with fitted crop top and relaxed drawstring pants,620,Images/P1305.jpg
P1306,Women,Ethnic,Kurta,Teal,Party and Wedding,"S, M, L, XL/XXL",Geometric Printed,Three-quarter,Mandarin Collar,Cotton,Teal and brown geometric printed kurti with button placket,Ethnic teal and brown geometric print kurti with mandarin collar and 3/4 sleeves,880,Images/P1306.jpg
P1307,Women,Ethnic,Lehenga Choli,Navy Blue,Party and Wedding,"S, M, L, XL/XXL",Brocade Zari,Three-quarter,Boat Neck,Silk Brocade,Navy blue brocade lehenga with green dupatta and gold zari work,Rich navy blue and green lehenga choli set with intricate gold zari brocade work,3000,Images/P1307.jpg
P1308,Women,Ethnic,Suit Set,Blue,Festive,"S, M, L, XL/XXXXL",Printed,Short,Round Neck,Cotton,Blue floral printed kurta with pink leggings and matching dupatta,Royal blue floral print kurta set with pink leggings and contrasting pink dupatta,4760,Images/P1308.jpg
P1309,Women,Ethnic,Kurta Set,Yellow,Party and Wedding,"S, M, L, XL",Printed,Three-quarter,Mandarin,Cotton,Yellow printed straight kurta with matching pants,Bright yellow cotton kurta with white floral print and matching pants,1270,Images/P1309.jpg
P1310,Women,Ethnic,Dupatta/Stole,White,Casual/Ethnic,Free Size/XXL,Paisley,N/A,N/A,Wool Cotton,Black and brown paisley printed shawl with fringed edges,Rich black and brown paisley print shawl with traditional motifs and fringed edges,2630,Images/P1310.jpg
P1311,Women,Tops,Shirt,Dark Grey,Casual,"S, M, L, XL",Ikat,Three-quarter,V-Neck Placket,Cotton,Dark grey ikat print shirt with button placket and cuffed sleeves,Stylish dark grey cotton shirt with multicolored ikat diamond print,6440,Images/P1311.jpg
P1312,Women,Topwear,Kurta,Black,Party and Wedding,"S, M, L, XL/XXXXL",Printed,Three-Quarter Sleeve,V-Neck,Cotton,Ethnic,"Black printed kurta with V-notch neck, three-quarter sleeves with roll-up tabs, and geometric ikat pattern.",3210,Images/P1312.jpg
P1313,Women,Ethnic,Saree,Black,Party and Wedding,Free Size,Warli Print,N/A,N/A,Cotton,White cotton saree with colorful tribal Warli print and orange border,Striking white cotton saree with multicolored Warli tribal art print,930,Images/P1313.jpg
P1314,Women,Tops,Hoodie,Grey,Casual,"S, M, L, XL",Striped,Full,Hooded,Cotton Fleece,Grey marl full-zip hoodie with white horizontal stripe detail,Light grey marl full-zip hoodie with white horizontal chest stripes and drawstring hood,850,Images/P1314.jpg
P1315,Women,Tops,Tank Top,Green,Casual,"XS, S, M, L, XL",Ribbed,Sleeveless,Round Neck,Ribbed Cotton,Green ribbed sleeveless tank top,Fresh green ribbed knit sleeveless crop top with round neckline,620,Images/P1315.jpg
P1316,Women,Ethnic,Kurta,Off-White,Party and Wedding,"S, M, L, XL/XXL",Printed,Three-quarter,Mandarin,Cotton,Off-white printed kurti with yellow and grey illustrations,Off-white cotton kurti with playful yellow and grey kitchen utensil illustrations,3690,Images/P1316.jpg
P1317,Women,Bottoms,Mini Skirt,Maroon,Casual,"XS, S, M, L, XL/XXXXL",Solid,N/A,N/A,Cotton Blend,Classic maroon A-line mini skirt,Timeless maroon A-line mini skirt in smooth cotton-blend fabric,1740,Images/P1317.jpg
P1318,Women,Tops,Sweatshirt,Pink,Casual,"S, M, L, XL",Embellished,Full,Round,Cotton Fleece,Light pink crew-neck sweatshirt with scattered crystal embellishments,Soft pink crew-neck sweatshirt with delicate crystal and bead embellishments,5820,Images/P1318.jpg
P1319,Women,Ethnic,Kurta,Pink,Party and Wedding,"S, M, L, XL/XXXL",Embroidered,Three-quarter,Round,Net Georgette,Coral embroidered kurta with matching sharara pants and sheer dupatta,Gorgeous coral kurta set with intricate silver thread embroidery and matching flared sharara,5180,Images/P1319.jpg
P1320,Women,Tops,Sweatshirt,Black,Casual,"XS, S, M, L, XL",Graphic,Full,Round,Cotton Fleece,Black crew-neck sweatshirt with silver glitter text print,Black cotton sweatshirt with bold silver glitter THE FUTURE IS FEMALE text,640,Images/P1320.jpg
P1321,Women,Tops,Sweatshirt,Black,Casual,"S, M, L, XL/XXXL",Graphic,Full,Round,Cotton Fleece,Black crew-neck sweatshirt with small white text print,Minimalist black cotton sweatshirt with subtle white POSITIVE ENERGY text,1500,Images/P1321.jpg
P1322,Women,Western Wear,Jumpsuit,Black,Party,"S, M, L, XL",Solid,Long Sleeve,V-Neck,Velvet,Party,Black velvet V-neck jumpsuit with puffed shoulders.,1610,Images/P1322.jpg
P1323,Women,Ethnic Wear,Kurta Set with Dupatta,Multicolour,Party and Wedding,"S, M, L, XL/XXXXL",Striped,Short Sleeve,Round Neck,Cotton,Casual Ethnic,Multicoloured striped cotton kurta with dhoti pants and dupatta.,1100,Images/P1323.jpg
P1324,Women,Western Wear,Co-ord Set,Maroon,Party,"XS, S, M, L, XL",Solid,Sleeveless,V-Neck,Crepe,Contemporary,Maroon solid crepe co-ord set with camisole and wide-leg pants.,910,Images/P1324.jpg
P1325,Women,Topwear,Crop Top,Yellow,Casual,"S, M, L, XL/XXL",Solid,Short Sleeve,V-Neck,Cotton Blend,Ribbed,Yellow ribbed knit crop top with front button closure.,3910,Images/P1325.jpg
P1326,Women,Bottomwear,Jumpsuit,Brown,Party,"S, M, L, XL",Solid,Sleeveless,Halter Neck,Polyester Blend,Party,Dark brown sleeveless jumpsuit with halter neckline.,4390,Images/P1326.jpg
P1327,Women,Ethnic Wear,Saree,Black,Party and Wedding,Free Size/XXL,Floral,N/A,N/A,Chiffon,Traditional,Black sheer chiffon saree with floral embroidery.,800,Images/P1327.jpg
P1328,Women,Topwear,Shrug,Green,Casual,"S, M, L, XL",Solid,Three-Quarter Sleeve,Mandarin Collar,Cotton,Contemporary,Dark green cotton shrug with asymmetrical hemline.,910,Images/P1328.jpg
P1329,Women,Western Wear,Jacket,Black,Casual,"S, M, L, XL",Solid,Full Sleeve,High Neck,Polyester,Puffer,Black solid Puma puffer jacket with hood.,1090,Images/P1329.jpg
P1330,Women,Western Wear,Jacket,Brown,Casual,"S, M, L, XL/XXL",Floral,Full Sleeve,Round Neck,Polyester,Casual,Brown floral print bomber jacket.,1470,Images/P1330.jpg
